text,year,period,genre,source,gpt_transitivity,gpt_causativity,gpt_subject_animacy,gpt_subject_role,gpt_pos,gpt_subject,gpt_verb,gpt_object
been wrong in his assessment of the man's character. Smith's truck had broken down and Savannah had brought him home to the ranch. Over Grady's objections,2007,2000-09,FIC,HeartTexasVol2,intransitive,anticausative,inanimate,patient,verb,Smith's truck,broken,
"source they called Deep Throat, Washington Post reporters Bob Woodward and Carl Bernstein helped break the Watergate scandal. # PHOTO (COLOR): William Gates and his students",2003,2000-09,MAG,Smithsonian,transitive,causative,animate,agent,verb,Washington Post reporters Bob Woodward and Carl Bernstein,break,the Watergate scandal
"this spiker had been the slowest plucker of the bunch, a portly fellow who broke a sweat with the slightest exertion. Now the workers no longer paused to brag",2008,2000-09,FIC,SongsButchersDaughter,intransitive,anticausative,animate,agent,verb,a portly fellow,broke,
"? The truth is, Gabrielle...,... she broke my heart. She broke your heart? I don't understand. For a while, I didn't",2001,2000-09,TV/MOV,Xena: Warrior Princess,transitive,causative,animate,agent,verb,she,broke,my heart
"wouldn't disappear until early May. In mid-April when the Songhua River began to break up, people would gather at the bank watching the large blocks of ice cracking",2000,2000-09,FIC,Waiting,intransitive,anticausative,inanimate,patient,verb,the Songhua River,break up,
"or dead. I confess I had in mind only getting through the day without breaking any bones, and speedily tomorrow returning to dry clothes and stove heat and my",2001,2000-09,FIC,WildLifeNovel,intransitive,anticausative,animate,agent,verb,I,break,
"! Let's get loud! Please welcome Chuck "" The Truck "" Wallace! Break that shit! Oh, my God! Is this what you want??",2006,2000-09,TV/MOV,The Foot Fist Way,transitive,causative,animate,agent,verb,you (implied),break,that shit
"like a rock, gagging. For a second, I wondered if I'd broken his windpipe. I didn't feel bad about it. I just wondered.",2008,2000-09,FIC,RoughAmpTumble,transitive,causative,animate,agent,verb,I,broken,his windpipe
"Which maybe we were going to be, except that a quiet, bitter fight broke out at our table. On the surface, it had to do with the",2002,2000-09,FIC,SouthernRev,intransitive,anticausative,inanimate,patient,verb,"a quiet, bitter fight",broke,
". Let me go. You're breaking my hand. Right, I'm breaking your hand. You don't see to it I get the bat, I",2005,2000-09,TV/MOV,Cold Case,transitive,causative,animate,agent,verb,I,breaking,your hand
"took off and could barely see the wingtips.... We were all sweating. Finally broke through at 10,000 feet... France was as clear as a bell. I saw",2002,2000-09,MAG,MilitaryHist,intransitive,anticausative,inanimate,patient,verb,we,broke,
do that? And how do they do this? They flood the house by breaking through a water main. I can do anything I want. And so can,2001,2000-09,TV/MOV,Donnie Darko,intransitive,anticausative,animate,agent,verb,they,break,
"was nothing much to look at unless you wanted to see how the weeds had broken up the concrete. # He walked with his head down, and with his",2001,2000-09,FIC,FantasySciFi,transitive,anticausative,inanimate,agent,verb,the weeds,broken,the concrete
"cell. I figured you'd want to take it. "" His booming voice broke through the racket of the locker room next door as he tossed the phone to",2009,2000-09,FIC,SnowMeltsInSpring,intransitive,anticausative,inanimate,agent,verb,his booming voice,broke,
"in any way a homogeneous group, "" she says. Uka's dorm room breaks all college-sports stereotypes. He doesn't live with other basketball players, doesn't",2001,2000-09,NEWS,CSMonitor,intransitive,anticausative,inanimate,patient,verb,Uka's dorm room,breaks,all college-sports stereotypes
"He was the sensitive one. Translated, that meant he'd apologize after he broke David Rhodes's fingers for getting his little sister pregnant and then abandoning her.",2008,2000-09,FIC,CedarCoveChristmas,transitive,causative,animate,agent,verb,he,broke,David Rhodes's fingers
"Julie crumpled under an old shawl on the settee. She looked so sad it broke my heart. I wanted to cheer her up, so I blurted out a",2004,2000-09,FIC,IAmMadameXNovel,transitive,causative,inanimate,agent,verb,it,broke,my heart
put those spirits back to rest. It doesn't matter. The seal was broken. Why break the seal anyway? You think of the seals as locks on,2008,2000-09,TV/MOV,Supernatural,transitive,causative,animate,agent,verb,you,break,the seal
"never the whole. She had eaten the earth, she claimed, she had broken open maple trees no bigger than her finger and drunk the rising sap. She",2003,2000-09,FIC,Ploughshares,transitive,causative,animate,agent,verb,she,broken,maple trees
"film Falling Down. // Douglas's character, Bill Foster, is a man broken by the stresses of commuting, crime, job loss, divorce, and the",2009,2000-09,NF/ACAD,YourCallIsNotThat,intransitive,anticausative,animate,patient,verb,Bill Foster,broken,
"discuss it. Dana shook her head. "" One day you're going to break your neck in those things. "" "" If I do, at least I",2007,2000-09,FIC,SaltMaiden,transitive,causative,animate,agent,verb,you,break,your neck
"the floor. Her eyes were a soft green, her smile so sad it broke the heart at first glance. Recognition, shock, and a giddy excitement raced",2000,2000-09,FIC,TearsMoon,transitive,causative,inanimate,agent,verb,her smile,broke,the heart
405379 FOR BREAKING CELEBRITY NEWS EVERY DAY People.COM Britney's New Romance... SHE'S DATING HER AGENT,2009,2000-09,MAG,coca,intransitive,anticausative,inanimate,patient,other,N/A,N/A,N/A
"the bloody husk of a man, and the child she'd been, huddled broken in a corner. "" I don't have any family. "" "" Well",2000,2000-09,FIC,JudgmentInDeath,intransitive,anticausative,animate,patient,verb,"the bloody husk of a man, and the child she'd been",break,
"around at the Rodin, there was an unexpected show of skin when some straps broke and one girl's frock flounced out of position. "" Poor thing, """,2004,2000-09,MAG,Bazaar,intransitive,anticausative,inanimate,patient,verb,some straps,broke,
"with Woodward seven times between September 1972 and May 1973 to help the two reporters break several stories about the involvement of Nixon administration officials in the June 17, 1972",2003,2000-09,MAG,Smithsonian,transitive,causative,animate,agent,verb,the two reporters,break,"several stories about the involvement of Nixon administration officials in the June 17, 1972"
", don't you remember our conversation in August? When the air conditioner was broken and I had to ice your forehead? How you said my research would be",2005,2000-09,FIC,CitizenGirlNovel,intransitive,anticausative,inanimate,patient,verb,the air conditioner,broken,
"and who was slave. After ordering Harriet's husband off the plantation, Sidney broke down her cabin door and raped her. He returned to her night after night",2001,2000-09,NF/ACAD,FreedomsDaughters,transitive,causative,animate,agent,verb,Sidney,broke,her cabin door
economy. Foreign investment fell nearly 10% last year and probably would collapse if fighting broke out in the Taiwan Strait. Last year's $ 40 billion in total foreign,2000,2000-09,NEWS,USAToday,intransitive,anticausative,inanimate,patient,verb,fighting,broke,
"minivan parked several discretionary spaces apart credenced the adage about rules being made to be broken. Or at least bent, in exchange for the folded fifty-dollar bills Jack had",2009,2000-09,FIC,LetSleepingDogs,transitive,causative,inanimate,agent,verb,minivan,break,rules
"you talk? Maybe not, - l was watching that. - lt's broken. Dr Cox. Did you get my memo reminding senior staff that lab coats",2001,2000-09,TV/MOV,Scrubs,intransitive,anticausative,inanimate,patient,verb,it,broken,
"I came home and she called the cops on me because she thought I had broken into my own house. "" Talon grimaced at the pain in Wulf's voice",2003,2000-09,FIC,NightEmbrace,intransitive,anticausative,animate,agent,verb,I,break,
"him. Most of the slope was covered with loose scree, fragments of rock broken from the ledge above. Winding through it was the solitary goat path which they",2002,2000-09,FIC,WaterTouchingStone,intransitive,anticausative,inanimate,patient,verb,fragments of rock,broken,
where we went wrong. I know that I feel... that all hell has broken loose since we came to Hartford 12 years ago. Anne once said to me,2007,2000-09,TV/MOV,Must Read After My Death,intransitive,anticausative,inanimate,patient,verb,all hell,broken,
"# INT. LIVING ROOM - REINA ROSAS HOUSE - DAY # The Man badly broken and bleeding lies on the floor, flex-cuffed. Reina screams at Creasy. Creasy",2004,2000-09,FIC,Mov:ManOnFire,intransitive,anticausative,animate,patient,verb,The Man,broken,
"my mother standing in the doctor's office arguing with him that my arm is broken. He keeps saying, You can't break a child's arm by yanking",2005,2000-09,FIC,GirlsTenderAge,transitive,causative,animate,agent,verb,you,break,a child's arm
Make room for more compost in your bins by spreading compost that hasn't completely broken down onto the garden and allowing soil bacteria to finish the job. #,2007,2000-09,MAG,OrganicGarden,intransitive,anticausative,inanimate,patient,verb,compost,broken down,
"and I saw him understanding the same thing I was. At that moment sunrise broke over the ridge and, I swear to the Lord, the bone monster disappeared",2003,2000-09,FIC,FantasySciFi,intransitive,anticausative,inanimate,patient,verb,sunrise,broke,
"Singh said late on Sunday night following the traditional champion's dinner, where he broke bread with his family and friends in the Augusta clubhouse, surrounded by the club",2000,2000-09,MAG,SportsIll,intransitive,anticausative,animate,agent,verb,he,broke,bread
always at his elbow) Maracas. # BOBO # Maracas! Maracas that take coffee breaks when I am paying them a FORTUNE! Bobo spots the girls coming through the,2004,2000-09,FIC,Mov:NewYorkMinute,intransitive,anticausative,animate,agent,verb,Maracas,break,
LIGHTNING KNOCKS MERVIS ABOUT THE SPACE AS IF BEING BEATEN BY UNSEEN HANDS. MERVIS BREAKS INTO A DESPERATE SONG AND DANCE IN WHICH HE IS ACCOMPANIED BY SOME OF THE,2003,2000-09,FIC,Play:ParadiseRe-Lost,intransitive,anticausative,animate,agent,verb,Mervis,breaks,
"gangster or what? You're a cop! I didn't say you can break everything! I told you to work, and what did you do? They",2004,2000-09,TV/MOV,Clementine,intransitive,anticausative,animate,agent,verb,you,break,
"out that he was no longer employed at the baths. Three nights ago somebody broke into a room at the Alhambra. There was some vandalism... and, by",2005,2000-09,TV/MOV,8MM 2,intransitive,anticausative,animate,agent,verb,somebody,broke,a room at the Alhambra
"'s great, Alan, "" calls out Grammy producer and director Walter Miller, breaking the tension. "" It'll be even better when the clog dancers come in",2002,2000-09,MAG,Entertainment,intransitive,causative,animate,agent,verb,Walter Miller,breaking,the tension
